record_type,block_type,block_id,start_step,end_step_inclusive,steps,independent_random_sample,stage_cost_h1,stage_cost_h4,stage_cost_delta_h4_minus_h1,sla_violation_count_h1,sla_violation_count_h4,sla_violation_count_delta_h4_minus_h1,physical_electricity_cost_usd_h1,physical_electricity_cost_usd_h4,physical_electricity_cost_usd_delta_h4_minus_h1,physical_carbon_kg_h1,physical_carbon_kg_h4,physical_carbon_kg_delta_h4_minus_h1,stage_transmission_h1,stage_transmission_h4,stage_transmission_delta_h4_minus_h1,backlog_mean_h1,backlog_mean_h4,backlog_mean_delta_h4_minus_h1
BLOCK,DAILY_96_STEPS,81,7776,7871,96,False,28053.227889094604,28091.057209285023,37.82932019041982,1251.0,1252.0,1.0,14636.104203253855,14722.26585117683,86.16164792297423,28333.465360465714,28538.685662883196,205.22030241748143,2.9878398942217563,2.953332255407436,-0.034507638814320174,30.979166666666668,31.09375,0.11458333333333215
BLOCK,DAILY_96_STEPS,82,7872,7967,96,False,27640.483826591633,27619.15006327759,-21.33376331404361,1250.0,1250.0,0.0,17407.938178841145,17424.442316118293,16.504137277148402,31962.922983907956,32167.07886209095,204.15587818299537,2.8110885582018965,2.9645673006027966,0.1534787424009001,30.239583333333332,30.354166666666668,0.1145833333333357
BLOCK,DAILY_96_STEPS,83,7968,8063,96,False,26721.425057970533,26761.4321887545,40.00713078396802,1370.0,1372.0,2.0,17665.009419887658,17679.49811732166,14.488697434000642,33050.37230559951,33220.30231192184,169.93000632233452,2.733245745062616,2.758123345138056,0.0248776000754396,29.125,29.291666666666668,0.16666666666666785
BLOCK,DAILY_96_STEPS,84,8064,8159,96,False,25909.8939833634,25935.2169406673,25.322957303898875,1361.0,1379.0,18.0,16495.640763610372,16510.8220933424,15.181329732029553,30173.131208357212,30353.78923968289,180.65803132567817,2.628880200230004,2.7110164056403683,0.08213620541036448,28.21875,28.760416666666668,0.5416666666666679
BLOCK,DAILY_96_STEPS,85,8160,8255,96,False,23214.703345668528,23225.13229708746,10.428951418933138,1095.0,1114.0,19.0,13242.027198390857,13163.350463587249,-78.67673480360827,28246.9469682383,28350.507854874675,103.56088663637638,2.528045669601648,2.45505800099322,-0.07298766860842809,24.583333333333332,25.21875,0.6354166666666679
BLOCK,DAILY_96_STEPS,86,8256,8351,96,False,21308.285025327637,21313.693075949494,5.408050621856091,1058.0,1080.0,22.0,13669.058270235031,13621.366154150008,-47.69211608502337,29821.134404357115,29989.403784610186,168.26938025307027,2.283964312732452,2.285609444350344,0.0016451316178920372,23.03125,23.625,0.59375
BLOCK,DAILY_96_STEPS,87,8352,8447,96,False,28015.556221971532,28094.93042335332,79.3742013817864,1382.0,1395.0,13.0,15296.635497435016,15243.470624193622,-53.16487324139416,28604.768189770155,28695.116905542505,90.34871577235026,3.3109276939111805,3.2037132626183165,-0.10721443129286401,31.552083333333332,31.927083333333332,0.375
BLOCK,DAILY_96_STEPS,88,8448,8543,96,False,26675.688381880467,26688.704559397636,13.016177517169126,1369.0,1377.0,8.0,14588.720308063697,14619.92263443506,31.202326371363597,30012.725642039786,30165.470596249663,152.7449542098766,2.863211142876084,2.8522569738106083,-0.01095416906547575,29.083333333333332,29.5,0.41666666666666785
BLOCK,DAILY_96_STEPS,89,8544,8639,96,False,26231.11354814713,26252.388525679366,21.274977532237244,1229.0,1251.0,22.0,14760.828583624761,14830.217017069739,69.38843344497764,31710.210684911613,31895.158428743693,184.94774383207914,2.8605227570614806,2.8308301376166005,-0.02969261944488011,29.28125,29.90625,0.625
BLOCK,DAILY_96_STEPS,90,8640,8735,96,False,25939.288432976366,26015.623433264773,76.33500028840717,1288.0,1295.0,7.0,15532.052558133077,15508.865470821966,-23.1870873111111,31370.142416602772,31461.224662709676,91.08224610690377,2.77926930520218,2.7303166082795403,-0.04895269692263993,28.645833333333332,29.083333333333332,0.4375
BLOCK,DAILY_96_STEPS,91,8736,8831,96,False,23943.43603533774,23980.469269481022,37.033234143280424,1220.0,1245.0,25.0,15602.138667526013,15574.036275064263,-28.102392461749332,29332.923783256258,29444.911956795266,111.98817353900813,2.7706423954985997,2.7684355116209405,-0.002206883877659216,26.010416666666668,26.635416666666668,0.625
BLOCK,DAILY_96_STEPS,92,8832,8927,96,False,58387.31919655185,58426.57699483406,39.2577982822113,1218.0,1244.0,26.0,13683.257540101671,13711.457048338758,28.199508237086775,28400.843442989364,28575.73556087855,174.89211788918692,5.811006126008664,5.796801818868816,-0.014204307139848105,60.947916666666664,61.75,0.8020833333333357
BLOCK,DAILY_96_STEPS,93,8928,9023,96,False,138720.0814479646,138769.41275685665,49.33130889205495,1529.0,1534.0,5.0,10354.504293325626,10407.660281484208,53.15598815858175,31356.457979648327,31566.867480655255,210.40950100692862,11.210127470123144,11.519572714932487,0.30944524480934277,144.32291666666666,144.38541666666666,0.0625
BLOCK,DAILY_96_STEPS,94,9024,9119,96,False,115973.071062552,116088.21766580062,115.14660324862052,2162.0,2171.0,9.0,17536.478397213057,17587.13161823475,50.65322102169375,33395.30019859993,33554.310525513676,159.01032691374712,11.70775972195477,12.234001213873153,0.5262414919183822,122.35416666666667,122.625,0.2708333333333286
BLOCK,DAILY_96_STEPS,95,9120,9215,96,False,106009.21848705428,106091.8123654309,82.5938783766178,2052.0,2128.0,76.0,15823.116152936744,15858.36382827078,35.2476753340361,31207.63156979398,31351.72791528749,144.09634549351176,10.55913685137486,11.35225079184445,0.7931139404695902,112.61458333333333,113.46875,0.8541666666666714
BLOCK,DAILY_96_STEPS,96,9216,9311,96,False,74473.53700311086,74454.92781177681,-18.609191334049683,2005.0,2022.0,17.0,17187.62636852354,17210.129113587926,22.502745064386545,32390.737923605215,32547.874826289608,157.13690268439314,7.965847669317297,8.342462434330328,0.3766147650130307,80.0,80.27083333333333,0.2708333333333286
BLOCK,DAILY_96_STEPS,97,9312,9407,96,False,19330.689270160234,19325.4796482442,-5.209621916033939,1002.0,1002.0,0.0,15443.448922625988,15432.505783952463,-10.943138673525027,28366.774385163462,28501.129809421178,134.35542425771564,2.329185369643776,2.34712131679494,0.0179359471511642,21.583333333333332,21.71875,0.13541666666666785
BLOCK,DAILY_96_STEPS,98,9408,9503,96,False,12708.923329244873,12713.369720006307,4.446390761433577,637.0,642.0,5.0,13108.161533238843,13130.329146085904,22.16761284706081,26717.60173841814,26837.21813162721,119.61639320907125,1.7578833214597203,1.7817577924998602,0.023874471040139955,14.6875,14.96875,0.28125
BLOCK,DAILY_96_STEPS,99,9504,9599,96,False,6157.115303904583,6164.7210759134705,7.60577200888747,433.0,436.0,3.0,11200.137075837549,11150.212939412071,-49.92413642547763,26863.05210346125,26899.28934261421,36.23723915296068,0.94855881577968,0.9563029719321962,0.007744156152516113,7.885416666666667,8.135416666666666,0.2499999999999991
BLOCK,DAILY_96_STEPS,100,9600,9695,96,False,7413.923473143893,7436.101181648584,22.17770850469151,501.0,512.0,11.0,11244.477952225308,11094.546231434018,-149.93172079129,26017.24437331641,25994.11437790741,-23.12999540900273,1.2598096928525644,1.170812084840748,-0.08899760801181644,9.927083333333334,10.5,0.5729166666666661
BLOCK,DAILY_96_STEPS,101,9696,9791,96,False,7500.307600506692,7518.080924027433,17.773323520740632,452.0,454.0,2.0,11799.336822742185,11705.233137718416,-94.10368502376878,25482.287573547288,25487.268941389746,4.981367842457985,1.199862701703036,1.1909950410309842,-0.008867660672051914,9.260416666666666,9.3125,0.052083333333333925
BLOCK,DAILY_96_STEPS,102,9792,9887,96,False,14588.307811206252,14651.912095165102,63.60428395884992,858.0,859.0,1.0,15631.553805955004,15561.054757497745,-70.49904845725905,27674.009195087856,27725.53943216184,51.53023707398461,1.8561498417577083,1.8357261345990001,-0.020423707158708115,17.40625,17.458333333333332,0.05208333333333215
BLOCK,DAILY_96_STEPS,103,9888,9983,96,False,15726.676035756826,15764.650754575327,37.97471881850106,806.0,808.0,2.0,15508.768014397596,15449.826311547842,-58.94170284975371,26482.878010397697,26583.129061888947,100.25105149125011,1.8776569282745403,1.9530922317291002,0.07543530345455984,19.666666666666668,19.90625,0.23958333333333215
BLOCK,DAILY_96_STEPS,104,9984,10079,96,False,17352.554695782543,17399.451296325347,46.89660054280466,829.0,829.0,0.0,12133.374673578537,12068.293339901613,-65.08133367692426,26992.214024161854,27099.98234787464,107.76832371278579,2.3480843206688284,2.3012181321396126,-0.04686618852921587,20.302083333333332,20.354166666666668,0.0520833333333357
BLOCK,DAILY_96_STEPS,105,10080,10175,96,False,26494.514196786797,26568.54452434723,74.03032756043467,1335.0,1335.0,0.0,14273.519133257818,14197.204999855028,-76.3141334027896,27191.876427231728,27249.516717897633,57.64029066590592,3.150667799231652,3.0932888184124923,-0.0573789808191596,29.427083333333332,29.552083333333332,0.125
BLOCK,DAILY_96_STEPS,106,10176,10271,96,False,15981.836687204572,15996.18061586869,14.343928664118721,750.0,752.0,2.0,10930.619809833064,10846.238402355119,-84.38140747794569,26316.13790675205,26369.869811699864,53.731904947813746,1.97435856727746,1.8876480934661282,-0.08671047381133179,17.520833333333332,17.614583333333332,0.09375
BLOCK,DAILY_96_STEPS,107,10272,10367,96,False,10969.418444520561,10971.79096639691,2.372521876348401,628.0,641.0,13.0,9685.032466267345,9612.031320352165,-73.00114591517922,26879.67368941163,26939.304874972775,59.631185561145685,1.4388481630729082,1.3959142403620681,-0.04293392271084007,12.114583333333334,12.677083333333334,0.5625
BLOCK,DAILY_96_STEPS,108,10368,10463,96,False,18622.50825484619,18629.455277048768,6.9470222025775,840.0,843.0,3.0,12956.573105766722,12924.886549040375,-31.68655672634668,29545.966896115853,29681.744280870204,135.77738475435035,2.1419613664953845,2.1216179096595003,-0.020343456835884233,21.28125,21.614583333333332,0.33333333333333215
BLOCK,DAILY_96_STEPS,109,10464,10559,96,False,22565.566125159618,22603.219722209724,37.65359705010633,1108.0,1109.0,1.0,14328.043062970024,14300.684569484361,-27.35849348566262,31762.82620099217,31929.73226920896,166.9060682167874,2.5182150050557084,2.542972229646912,0.024757224591203553,25.958333333333332,26.104166666666668,0.1458333333333357
BLOCK,DAILY_96_STEPS,110,10560,10655,96,False,28279.046754100666,28350.443083298975,71.3963291983091,1517.0,1519.0,2.0,17434.7160246993,17446.29013168768,11.574106988380663,33494.98108346008,33658.603594102926,163.62251064284646,3.2771824331636883,3.218118195565224,-0.05906423759846424,31.541666666666668,31.666666666666668,0.125
BLOCK,DAILY_96_STEPS,111,10656,10751,96,False,24625.565909001314,24740.48861956168,114.92271056036407,1051.0,1051.0,0.0,16224.819646426731,16261.067008401167,36.24736197443599,31844.523938814425,32008.887791766334,164.36385295190848,2.428735895106948,2.409877069243308,-0.018858825863640405,26.479166666666668,26.5,0.02083333333333215
BLOCK,DAILY_96_STEPS,112,10752,10847,96,False,25010.040703654202,25038.96970455838,28.929000904179702,1437.0,1438.0,1.0,13626.823872016561,13689.975410293033,63.15153827647191,29231.502124592997,29406.153537145437,174.6514125524409,2.9733145857906123,2.9040585571935003,-0.069256028597112,30.677083333333332,30.84375,0.16666666666666785
BLOCK,DAILY_96_STEPS,113,10848,10943,96,False,14092.875750399518,14099.9883580674,7.112607667881093,894.0,899.0,5.0,9858.698628893177,9848.8349449526,-9.863683940577175,25525.83238636185,25719.545474981816,193.71308861996658,1.7457655227132962,1.6499867624228521,-0.09577876029044408,16.34375,16.739583333333332,0.39583333333333215
BLOCK,DAILY_96_STEPS,114,10944,11039,96,False,15042.03975195314,15064.454729897288,22.41497794414863,844.0,869.0,25.0,9490.521834523057,9500.167186430748,9.645351907691293,25710.216868126976,25887.424071132795,177.20720300581888,1.7289530800816681,1.7161932787526522,-0.012759801329015996,17.0,17.927083333333332,0.9270833333333321
BLOCK,DAILY_96_STEPS,115,11040,11135,96,False,24292.119971753895,24416.659888731258,124.53991697736274,1216.0,1224.0,8.0,12416.965261479298,12382.336557966602,-34.62870351269521,29559.526495155304,29687.93403080791,128.4075356526082,2.6821664145851405,2.7143066688761524,0.03214025429101186,26.875,27.25,0.375
BLOCK,DAILY_96_STEPS,116,11136,11231,96,False,28592.63928536122,28685.574591713837,92.93530635261777,1193.0,1195.0,2.0,13667.741006840046,13628.804149417632,-38.936857422413595,31167.41077590154,31308.603097642605,141.19232174106583,3.1890274535415246,3.260450240854884,0.07142278731335949,31.927083333333332,32.03125,0.10416666666666785
BLOCK,DAILY_96_STEPS,117,11232,11327,96,False,30005.795948484432,30067.105332949533,61.309384465101175,1262.0,1267.0,5.0,13258.236542665822,13174.027194965729,-84.20934770009262,32602.784433172128,32818.783620631,215.99918745887408,3.7588047455919242,3.7443195623221928,-0.014485183269731472,35.822916666666664,35.916666666666664,0.09375
BLOCK,DAILY_96_STEPS,118,11328,11423,96,False,22787.224185781408,22782.027594723906,-5.1965910575017915,1183.0,1183.0,0.0,14687.777004198839,14692.879960625072,5.102956426233504,35219.91627865771,35408.113366839636,188.19708818192885,2.431544656405788,2.375249054944752,-0.05629560146103607,27.0,27.041666666666668,0.04166666666666785
BLOCK,DAILY_96_STEPS,119,11424,11519,96,False,18669.287240888218,18703.638641454207,34.351400565989024,1152.0,1152.0,0.0,14084.575262526163,14077.434112168597,-7.141150357565493,35896.94761531379,36043.7427838615,146.79516854770918,2.402975541480444,2.3727211697757964,-0.03025437170464773,23.041666666666668,23.052083333333332,0.010416666666664298
BLOCK,DAILY_96_STEPS,120,11520,11615,96,False,13984.434285320895,13979.307020299577,-5.127265021317726,812.0,812.0,0.0,13066.019103465183,13018.230647036988,-47.788456428195786,32908.726514843656,33005.38039359735,96.65387875369197,2.150146899423432,2.158573183319952,0.008426283896520115,17.8125,17.84375,0.03125
BLOCK,DAILY_96_STEPS,121,11616,11711,96,False,11411.776682895857,11456.146989281087,44.370306385229924,534.0,534.0,0.0,11775.944804051996,11696.462762612477,-79.48204143951989,31079.840250473742,31158.92258828582,79.08233781207673,2.1722558633614444,2.161261569134556,-0.010994294226888357,18.6875,18.6875,0.0
BLOCK,DAILY_96_STEPS,122,11712,11807,96,False,19504.799919053934,19647.925555138543,143.12563608460914,803.0,803.0,0.0,14660.219197913259,14629.632964484228,-30.58623342903047,33602.64094622455,33770.57606396487,167.9351177403223,2.9611967870441886,2.959270779296413,-0.0019260077477758486,26.78125,26.822916666666668,0.04166666666666785
BLOCK,DAILY_96_STEPS,123,11808,11903,96,False,19645.521012761787,19725.415313900354,79.89430113856724,895.0,896.0,1.0,15555.952414465197,15525.778807141667,-30.173607323529723,35755.89925353922,35917.01813077257,161.1188772333553,2.826095368569984,2.724418209551976,-0.10167715901800811,25.520833333333332,25.635416666666668,0.1145833333333357
BLOCK,DAILY_96_STEPS,124,11904,11999,96,False,35147.25872870751,35217.31705771627,70.05832900875976,976.0,979.0,3.0,18071.800453457843,17993.23351377393,-78.56693968391482,35590.39247222639,35738.697353456795,148.30488123040413,4.507620507862667,4.4222742895393425,-0.08534621832332423,40.71875,41.09375,0.375
BLOCK,DAILY_96_STEPS,125,12000,12095,96,False,15706.443972574665,15730.9102857576,24.466313182934755,954.0,956.0,2.0,14739.439727528843,14746.888955825876,7.449228297033187,33859.191272237396,34003.10066900647,143.90939676907146,2.01548685772476,1.9807785931033801,-0.0347082646213801,20.46875,20.729166666666668,0.26041666666666785
BLOCK,DAILY_96_STEPS,126,12096,12191,96,False,14835.549822326671,14857.540472311048,21.990649984376432,915.0,916.0,1.0,14524.298384304002,14484.644443700536,-39.65394060346625,31181.70009520725,31288.61279078384,106.91269557659325,2.121096282561144,2.039722455217608,-0.08137382734353604,20.604166666666668,20.875,0.27083333333333215
BLOCK,DAILY_96_STEPS,127,12192,12287,96,False,11088.581598357416,11085.9714114171,-2.6101869403155433,807.0,809.0,2.0,12496.687735499256,12468.545399609364,-28.14233588989191,28617.52803373149,28743.08374358673,125.55570985523809,1.592005904182512,1.5401641956382082,-0.05184170854430392,15.072916666666666,15.25,0.17708333333333393
BLOCK,DAILY_96_STEPS,128,12288,12383,96,False,9021.225286046267,9007.632257695132,-13.593028351135217,780.0,782.0,2.0,11706.968935928888,11717.895135471994,10.926199543106122,27072.30797002586,27230.211458994654,157.90348896879368,1.3755306583647722,1.3602429718668003,-0.015287686497971853,13.197916666666666,13.489583333333334,0.29166666666666785
BLOCK,DAILY_96_STEPS,129,12384,12479,96,False,17680.271043177974,17704.11863737863,23.847594200655294,1032.0,1032.0,0.0,11313.083401928614,11325.372326136208,12.288924207594391,24953.418653286928,25141.15293194256,187.7342786556328,2.413207457640504,2.36076387167502,-0.05244358596548393,24.260416666666668,24.333333333333332,0.0729166666666643
BLOCK,DAILY_96_STEPS,130,12480,12575,96,False,14574.308496684413,14580.043440630523,5.734943946110434,1017.0,1019.0,2.0,11287.244092585846,11312.24824081385,25.004148228003032,28163.305214215958,28358.09738084798,194.7921666320217,1.9617993917555037,1.884317705068932,-0.07748168668657174,19.895833333333332,20.145833333333332,0.25
BLOCK,DAILY_96_STEPS,131,12576,12671,96,False,14975.740854900778,14991.586670141887,15.845815241109449,1101.0,1102.0,1.0,11506.160773579895,11503.262047536475,-2.898726043420538,32137.956590783986,32289.38881741368,151.43222662969492,1.9450671994467004,1.9297393877873161,-0.015327811659384238,18.875,19.0,0.125
BLOCK,DAILY_96_STEPS,132,12672,12767,96,False,12109.613806236235,12121.087455045936,11.473648809700535,709.0,712.0,3.0,12211.123279828043,12204.321466114954,-6.801813713089359,32238.557803903244,32408.495844205307,169.9380403020623,1.3585577150874961,1.4482775760047282,0.08971986091723205,14.5625,14.760416666666666,0.19791666666666607
BLOCK,DAILY_96_STEPS,133,12768,12863,96,False,10016.380044627691,10038.73362394109,22.353579313399678,486.0,488.0,2.0,12465.75154148605,12463.273304364347,-2.4782371217024775,32650.39679520334,32794.162852753376,143.76605755003402,1.162385800944228,1.17747286163514,0.015087060690911924,11.6875,11.854166666666666,0.16666666666666607
BLOCK,DAILY_96_STEPS,134,12864,12959,96,False,5903.046920839102,5900.83797348619,-2.2089473529122188,469.0,469.0,0.0,10175.495267416973,10212.519072537496,37.02380512052332,25560.808371495223,25735.482776833887,174.67440533866466,0.9390491525250362,0.9422190402765841,0.0031698877515479174,8.03125,8.09375,0.0625
BLOCK,DAILY_96_STEPS,135,12960,13055,96,False,6320.620684782174,6319.644876067787,-0.9758087143873126,493.0,493.0,0.0,6928.335349045148,6972.337860991259,44.002511946110644,24528.43096777676,24668.915542524563,140.48457474780298,0.8502120451588681,0.84744340902144,-0.00276863613742806,8.302083333333334,8.302083333333334,0.0
BLOCK,DAILY_96_STEPS,136,13056,13151,96,False,15084.366179277094,15093.102311826042,8.736132548947353,754.0,755.0,1.0,9668.53089918575,9695.955552838732,27.42465365298267,25369.247579312418,25482.75694849866,113.50936918624211,1.9188654690446643,1.921152603245148,0.0022871342004837647,18.875,18.916666666666668,0.04166666666666785
BLOCK,DAILY_96_STEPS,137,13152,13247,96,False,11828.473628371077,11840.247732710914,11.774104339836413,586.0,587.0,1.0,12800.12610680902,12778.155331239068,-21.97077556995282,26313.530901493865,26411.001451749773,97.47055025590817,1.435598024998536,1.389373839051912,-0.04622418594662414,14.833333333333334,14.885416666666666,0.05208333333333215
BLOCK,DAILY_96_STEPS,138,13248,13343,96,False,14003.859384519576,14000.830076138102,-3.0293083814740385,728.0,728.0,0.0,9712.134198659938,9691.576516705672,-20.557681954265718,24104.897045635567,24194.950575745377,90.0535301098098,1.7593278272705524,1.743197512382928,-0.016130314887624397,17.010416666666668,17.020833333333332,0.010416666666664298
BLOCK,DAILY_96_STEPS,139,13344,13439,96,False,17267.084831888795,17251.249915104483,-15.834916784311645,943.0,943.0,0.0,10152.4025818097,10137.127173035246,-15.275408774454263,27997.57055600779,28099.98235471684,102.41179870905034,2.0071408241510644,1.993899520885104,-0.013241303265960402,20.322916666666668,20.333333333333332,0.010416666666664298
BLOCK,DAILY_96_STEPS,140,13440,13535,96,False,11786.443518534476,11792.52726428229,6.083745747813737,730.0,731.0,1.0,10749.542743706173,10716.92698005669,-32.61576364948269,26782.565664906902,26829.32385393365,46.75818902674655,1.37970367515162,1.333599864689232,-0.046103810462388095,14.59375,14.6875,0.09375
BLOCK,DAILY_96_STEPS,141,13536,13631,96,False,15143.313665145517,15142.703168457596,-0.6104966879211133,597.0,600.0,3.0,8859.915753020832,8819.053893401997,-40.8618596188353,24979.18697842503,25115.061989301605,135.87501087657438,1.247170267007784,1.230919576635924,-0.01625069037186,16.65625,16.895833333333332,0.23958333333333215
BLOCK,DAILY_96_STEPS,142,13632,13727,96,False,13801.102894356425,13799.455798046652,-1.647096309772678,689.0,689.0,0.0,8410.94589639865,8384.02541642073,-26.920479977919967,24987.782700442673,25042.532680393335,54.74997995066224,1.502045292296808,1.5190182355740838,0.01697294327727583,15.010416666666666,15.041666666666666,0.03125
BLOCK,DAILY_96_STEPS,143,13728,13823,96,False,20261.466127889486,20272.632775379683,11.166647490197647,1046.0,1055.0,9.0,9137.792286801778,9136.285608083914,-1.506678717863906,26833.446839786884,26920.91097593744,87.46413615055644,2.105527719933288,2.12683418064306,0.021306460709772157,24.09375,24.21875,0.125
BLOCK,DAILY_96_STEPS,144,13824,13919,96,False,28301.436944521934,28311.284954810588,9.848010288653313,1332.0,1334.0,2.0,8904.91875408497,8917.328806155907,12.410052070936217,24485.620922346257,24630.006188559266,144.38526621300844,3.4831850118528958,3.5374743552433316,0.054289343390435896,32.84375,32.979166666666664,0.1354166666666643
BLOCK,DAILY_96_STEPS,145,13920,14015,96,False,18424.754827446868,18439.617552302752,14.862724855884153,925.0,927.0,2.0,8998.323920390576,8995.929813098423,-2.3941072921534214,25030.24027432817,25082.966549952143,52.72627562397247,2.213183528001684,2.2202054312487842,0.00702190324710017,21.8125,21.916666666666668,0.10416666666666785
BLOCK,DAILY_96_STEPS,146,14016,14111,96,False,14282.56701510186,14303.637588802532,21.070573700671957,711.0,711.0,0.0,9476.532213512386,9451.075594157872,-25.45661935451426,25806.443906197514,25851.03434987852,44.59044368100513,1.694445441267348,1.7229343058698678,0.02848886460251987,17.260416666666668,17.333333333333332,0.0729166666666643
BLOCK,DAILY_96_STEPS,147,14112,14207,96,False,11979.815181080985,11993.030687587401,13.215506506416205,702.0,703.0,1.0,9134.262839997868,9118.005730466215,-16.25710953165253,24908.28234865708,24946.132607427888,37.85025877080625,1.5706994434727402,1.53960244337844,-0.031097000094300054,15.447916666666666,15.583333333333334,0.13541666666666785
BLOCK,DAILY_96_STEPS,148,14208,14303,96,False,7108.702616792585,7108.945631459944,0.24301466735869326,451.0,451.0,0.0,7563.126530844736,7570.859412150902,7.732881306165837,23815.34424542236,23854.87081216895,39.526566746590106,1.1114268459509882,1.117405495001376,0.005978649050387919,8.864583333333334,8.864583333333334,0.0
BLOCK,DAILY_96_STEPS,149,14304,14399,96,False,7030.8155857471465,7029.5034351061795,-1.3121506409670474,446.0,446.0,0.0,7068.380301166759,7110.582470934977,42.20216976821848,23886.401583718456,23964.119449798673,77.71786608021648,0.800938346944932,0.783162900439416,-0.01777544650551599,8.322916666666666,8.322916666666666,0.0
BLOCK,DAILY_96_STEPS,150,14400,14495,96,False,13989.583397605169,13995.23573944917,5.652341844001057,767.0,767.0,0.0,9940.679763360164,9935.951892584982,-4.727870775181145,26754.19562812483,26829.608370184207,75.41274205937589,1.5479886021135483,1.5839808719001123,0.035992269786564,16.96875,17.125,0.15625
BLOCK,DAILY_96_STEPS,151,14496,14591,96,False,18062.125667912092,18070.28885035973,8.163182447638974,968.0,971.0,3.0,11498.222910706409,11495.365915538317,-2.856995168091089,30720.73574037913,30768.19870115046,47.46296077133229,2.0441763481343402,2.044216473295752,4.012516141171929e-05,20.947916666666668,21.125,0.17708333333333215
BLOCK,DAILY_96_STEPS,152,14592,14687,96,False,20654.362505280613,20674.024997254244,19.662491973631404,1336.0,1336.0,0.0,10989.652964094392,11002.933386021166,13.28042192677458,31091.73596753122,31174.766813214712,83.03084568349368,2.531014931546136,2.6836109203959717,0.1525959888498356,26.916666666666668,27.270833333333332,0.3541666666666643
BLOCK,DAILY_96_STEPS,153,14688,14783,96,False,16045.266159319699,16048.221040893966,2.954881574267347,950.0,951.0,1.0,10470.983351436382,10456.234772896576,-14.748578539805749,29770.69251561958,29867.473956866997,96.78144124741812,1.8007771190091482,1.7802330363662042,-0.02054408264294394,18.302083333333332,18.364583333333332,0.0625
BLOCK,DAILY_96_STEPS,154,14784,14879,96,False,15454.522261216593,15459.195340874368,4.673079657775816,1027.0,1028.0,1.0,10261.151756378345,10252.762868605505,-8.388887772840462,28576.538570742792,28666.556813294636,90.01824255184329,1.8694312701850802,1.895633000587116,0.026201730402035883,18.270833333333332,18.46875,0.19791666666666785
BLOCK,DAILY_96_STEPS,155,14880,14975,96,False,12088.244477693883,12088.728476676573,0.48399898269053665,702.0,702.0,0.0,9904.374346288922,9915.14754344456,10.773197155638627,25259.96556285816,25398.89581112127,138.93024826311012,1.42103259140598,1.414331689450176,-0.006700901955803973,13.708333333333334,13.708333333333334,0.0
BLOCK,DAILY_96_STEPS,156,14976,15071,96,False,9820.208957028606,9820.217600096612,0.008643068005767418,607.0,608.0,1.0,8359.758399097318,8393.204020968424,33.445621871105686,23840.88973570185,23978.790098401798,137.90036269994744,1.4764053141545403,1.4614787541092762,-0.014926560045264159,13.427083333333334,13.6875,0.2604166666666661
BLOCK,DAILY_96_STEPS,157,15072,15167,96,False,15203.21035872159,15207.589920809816,4.379562088226521,818.0,823.0,5.0,11436.761377028282,11464.17472955642,27.413352528137693,27053.16880027501,27130.6371367725,77.46833649749169,2.1184078967465405,2.104524590897988,-0.013883305848552574,20.15625,20.520833333333332,0.36458333333333215
BLOCK,DAILY_96_STEPS,158,15168,15263,96,False,21096.924924090294,21104.638511489917,7.713587399623066,1285.0,1286.0,1.0,10172.166182823355,10181.220223806511,9.054040983155573,26622.18245745053,26664.957191659192,42.77473420866227,2.558460541951944,2.568451707143532,0.00999116519158827,25.90625,25.947916666666668,0.04166666666666785
BLOCK,DAILY_96_STEPS,159,15264,15359,96,False,18148.5039923622,18155.042577681816,6.538585319616686,1009.0,1010.0,1.0,10206.812721470522,10203.506828005615,-3.305893464907058,26453.86523243924,26478.10471124548,24.239478806241095,2.404460172452688,2.405543551810812,0.0010833793581239703,23.135416666666668,23.166666666666668,0.03125
BLOCK,DAILY_96_STEPS,160,15360,15455,96,False,17757.495649503035,17769.296882472274,11.801232969239209,966.0,971.0,5.0,10190.876774547005,10179.52880478273,-11.34796976427424,27407.2740148936,27428.87547474668,21.601459853081906,2.2338078609674525,2.2760997810957,0.04229192012824745,22.072916666666668,22.260416666666668,0.1875
BLOCK,DAILY_96_STEPS,161,15456,15551,96,False,14283.160512468072,14289.673460265692,6.5129477976206545,906.0,905.0,-1.0,10383.459009179129,10389.00040893785,5.5413997587220365,27857.785025661688,27872.887397975548,15.102372313860542,1.9508452226900281,1.955218865283936,0.004373642593907823,17.9375,18.052083333333332,0.11458333333333215
BLOCK,DAILY_96_STEPS,162,15552,15647,96,False,8800.383407715415,8801.838608089383,1.4552003739681822,726.0,727.0,1.0,8941.876177930968,8934.464298963732,-7.41187896723568,25965.451303181762,25996.883959173763,31.432655992000946,1.256358928971132,1.267232847713784,0.010873918742651867,11.541666666666666,11.583333333333334,0.04166666666666785
BLOCK,DAILY_96_STEPS,163,15648,15743,96,False,8504.544958984783,8505.333917545948,0.7889585611646908,682.0,682.0,0.0,6888.635938013552,6898.194772721579,9.558834708027462,24243.115164473278,24323.75674093752,80.64157646424064,1.2748566283820641,1.262217202537284,-0.012639425844780172,11.333333333333334,11.354166666666666,0.02083333333333215
